YEAR,CONF ID,CONF,CONF TYPE,GAMES,W,L,WIN%,BADJ EM,BADJ O,BADJ D,BARTHAG,EFG%,EFGD%,TOV%,TOV%D,ORB%,DRB%,FTR,FTRD,2PT%,2PT%D,3PT%,3P%TD,BADJ T,WAB
2015,2,ACC,HIGH,487,294,193,60.36960986,15.3,110.5,95.2,0.8475,50.3,47.3,17.7,18.3,33.1,69.7,36.4,32.6,49.8,46.6,34.1,32.5,64.7,0.5
2015,3,AE,LOW,270,115,155,42.59259259,-8.2,95.8,104,0.2799,47.8,49.8,20.4,19.9,27.3,71.5,35.3,36.1,46.2,48.3,33.8,34.9,64.1,-11.8
2015,4,Amer,MID,347,189,158,54.46685879,3.8,102.6,98.8,0.6083,48.1,47.1,19.2,19.1,32.7,68.3,35.1,33.3,47.3,45.9,33.2,33,63.9,-5.7
2015,5,ASun,MID,233,101,132,43.34763948,-9.6,98.7,108.3,0.2572,48.8,50.1,18.4,17.8,30,67.3,34.5,37,47.7,49.5,33.9,34.2,65.6,-11.4
2015,6,B10,HIGH,456,273,183,59.86842105,14.5,109.9,95.4,0.8354,50.4,47.5,17.5,18.7,31.3,70,34.6,32.1,49,45.9,35.3,33.6,64.4,-0.1
2015,7,B12,HIGH,323,202,121,62.53869969,16.3,109.9,93.6,0.864,49.1,46.4,19,20,35,68.6,40.6,37,47.8,44.8,34.6,33.2,65.3,1.7
2015,8,BE,HIGH,323,193,130,59.75232198,14.9,110.6,95.7,0.8408,50.5,48.2,18.1,19.5,32,68.7,39,36.2,49.3,47.1,35.1,33.4,65.4,0.5
2015,9,BSky,MID,346,151,195,43.6416185,-6.6,101.7,108.3,0.3247,50.7,52.3,18.1,17.8,29,70,36.7,39,47.9,50.6,37.2,37.1,65.5,-11.3
2015,10,BSth,LOW,317,143,174,45.11041009,-6.8,100.2,107,0.3192,49.6,50.8,19.3,18.4,30.7,68.3,35.6,36.9,48,49.3,34.9,35.7,65.2,-10.9
2015,11,BW,LOW,270,130,140,48.14814815,1,102.5,101.5,0.5298,48.5,48.5,18.9,18.7,30.3,69.1,35.3,37.8,46.5,46.1,35.1,35.5,64.8,-7.9
2015,12,CAA,LOW,313,151,162,48.2428115,-2.6,101.4,104,0.4285,49.4,49.4,18.9,18,30,69.7,38.9,37.7,47.4,47.9,35.4,35,64.8,-10
2015,13,CUSA,MID,425,209,216,49.17647059,-1.4,100.7,102.1,0.4587,49.1,49,19.8,19.7,30.6,68.7,36.4,35.4,48.1,48.1,33.9,33.8,65.1,-9
2015,14,Horz,LOW,269,127,142,47.21189591,-0.8,102.4,103.2,0.4783,49.6,50.7,18.7,18.9,29.9,69.9,35.9,38.6,48.1,49,34.9,36,65.1,-8.6
2015,35,Ind,LOW,25,14,11,56,-2.5,101,103.5,0.4306,52.3,46.2,21.5,19.4,28.6,66.8,38.5,45.1,49.3,44.2,37.7,33.3,66.9,-6.1
2015,15,Ivy,MID,227,113,114,49.77973568,-0.9,100.4,101.3,0.4746,49.1,48.3,20.2,18.6,29.1,71.3,38.9,38.3,47.6,46.6,34.5,34.4,63.9,-8.3
2015,16,MAAC,LOW,349,164,185,46.99140401,-3.4,99.9,103.3,0.4051,47.8,48.3,19.6,19.9,31.4,67.7,39.1,39.7,46.2,46.8,33.8,34.1,65.2,-11.2
2015,17,MAC,MID,368,199,169,54.07608696,2.4,104.2,101.8,0.5668,49.9,49.2,18.5,19,31.2,69.3,38.1,37.5,48.6,48.5,34.7,33.7,65.1,-7
2015,18,MEAC,LOW,397,151,246,38.03526448,-13.2,93.7,106.9,0.1791,46.1,49.7,21.1,20.1,31.9,66.7,37.7,41.2,45.4,48.9,31.7,34.1,65.4,-13.7
2015,19,MVC,MID,309,162,147,52.42718447,3.9,103.3,99.4,0.6072,49.3,49.1,19.8,19.9,30,70.7,37.5,35.9,47.3,47.1,35.6,35.3,62.6,-6.3
2015,20,MWC,MID,337,178,159,52.8189911,2.6,102.4,99.8,0.5714,48.7,47.8,18.4,18.5,29.4,70,36.2,33.7,47.7,46.1,33.8,33.8,63.6,-6.6
2015,21,NEC,LOW,306,134,172,43.79084967,-8.4,97.6,106,0.2784,47.3,49.7,19.7,19.6,32,67.3,34.9,37.3,46.3,49.1,32.8,33.9,65.6,-12.4
2015,22,OVC,LOW,346,159,187,45.95375723,-4.6,100.1,104.7,0.3741,49.6,50.6,19.6,19.7,30.2,68.7,36.5,38.1,48.2,49,34.8,35.7,65.3,-10
2015,24,P12,HIGH,384,224,160,58.33333333,10.8,107.5,96.7,0.7718,50,47.6,18,18,31.1,71,37.7,35.2,48.6,45.9,35.5,34.1,65.7,-1.9
2015,25,Pat,LOW,305,146,159,47.86885246,-5.1,101,106.1,0.3596,50.6,51.1,18.7,18.1,28.2,70.1,34.9,36,48.8,49.3,36.1,36.3,63.8,-10.5
2015,26,SB,MID,322,154,168,47.82608696,-3.3,99.4,102.7,0.4057,47.6,48,19.3,19.2,31,68.3,36,35.9,47.2,47.5,32.3,32.5,65.6,-9.8
2015,27,SC,MID,298,135,163,45.30201342,-5.6,100.9,106.5,0.3491,49.6,51,19.3,19.3,31.4,67.6,37.6,40.9,48.1,50.1,34.8,35.2,65.3,-10.8
2015,28,SEC,HIGH,450,260,190,57.77777778,11.8,107.7,95.9,0.7919,49.1,46.9,19.2,20,33.3,68.3,39.4,38.1,48.3,45.6,33.8,32.8,64.9,-1.6
2015,29,Slnd,LOW,357,155,202,43.41736695,-9.1,98.8,107.9,0.2651,49.5,51.5,20.6,20,31.7,66.9,40,42.4,48.9,50.5,33.9,35.7,66.6,-10.6
2015,30,Sum,LOW,264,125,139,47.34848485,-4.5,100.3,104.8,0.3764,49.5,50.5,18.5,18.4,27.4,72.1,37.2,37.5,47.5,48.8,35.6,36.1,65.1,-10
2015,31,SWAC,LOW,306,110,196,35.94771242,-17.3,91.7,109,0.1202,45.1,49.8,21.1,20.6,32.7,64.5,37.1,42.2,44.6,49.4,30.8,33.8,66.1,-14.5
2015,32,WAC,MID,235,94,141,40,-9.4,96.5,105.9,0.2558,47,49.5,20.7,19.5,32,67.8,37.6,39.3,45.9,48.5,32.8,34.3,63.4,-12.6
2015,33,WCC,MID,303,161,142,53.13531353,6.9,107.3,100.4,0.6812,50.4,48.9,18.3,18.1,32.1,69.4,37.7,37.5,48.5,47.7,36.1,34.3,64.4,-4.9
2014,1,A10,MID,415,246,169,59.27710843,9.3,108.3,99,0.7368,49.4,48.4,18.2,19.3,32.6,69,40.7,38.5,48.5,47.9,34.2,33,67.4,-2.2
2014,2,ACC,HIGH,489,287,202,58.69120654,13.7,111.4,97.7,0.8185,49.8,47.4,17.3,17.6,34,68.6,39.8,37,49,46.2,34.4,33.2,64.9,-0.2
2014,3,AE,LOW,269,111,158,41.26394052,-9.8,97.6,107.4,0.2516,48.2,49.7,20.3,19.2,29.1,69,39.6,40.7,46.5,48.7,34.3,34.4,66,-12.3
2014,4,Amer,MID,321,187,134,58.25545171,10,109.4,99.4,0.7506,50,48,18,19.4,34.4,67.2,39,37,49.3,46.8,34.5,33.8,67.2,-2.2
2014,5,ASun,MID,302,135,167,44.70198675,-8.4,101,109.4,0.2865,50,51.1,19.1,18.4,30.5,67.8,39.8,41.8,49.2,50.3,34.4,34.9,67.3,-11.4
2014,6,B10,HIGH,390,239,151,61.28205128,16,112.3,96.3,0.854,50.3,47.3,16.8,17.9,31.3,70.7,39.2,36.2,49.3,46.5,34.7,32.5,65.9,1.4
2014,7,B12,HIGH,323,198,125,61.3003096,15.3,113.5,98.2,0.8413,50.7,48,16.8,17.7,33.6,68.1,42.5,39.1,49.6,46.6,35.3,33.8,67.5,1.3
2014,8,BE,HIGH,324,193,131,59.56790123,13.1,111.8,98.7,0.8071,50.9,48.9,17.3,18,32,70.3,41.3,39.2,49.9,47.5,35.3,34.4,66.1,-0.5
2014,9,BSky,MID,317,139,178,43.84858044,-8.7,101.8,110.5,0.2819,50.9,52.6,18.1,18.1,29.4,69,40.4,42.9,49.6,51.4,35.8,36.9,65.7,-11.6
2014,10,BSth,LOW,346,145,201,41.90751445,-9.3,101.6,110.9,0.2669,50,51.7,18.2,17.4,31.1,67.5,35.9,38.3,48.6,50.5,35.2,36,67.3,-12
2014,11,BW,LOW,271,123,148,45.38745387,-2.7,103.5,106.2,0.4265,49.3,49.7,17.7,17.4,31.2,68.4,39,40.9,48.5,48.3,34.1,34.9,66.2,-9.9
2014,12,CAA,LOW,283,134,149,47.34982332,-1.9,104.1,106,0.447,48.6,49,17.2,16.2,31.5,68.9,42.3,39.6,47.8,47.8,33.4,34.4,65.7,-9.6
2014,13,CUSA,MID,487,248,239,50.92402464,-0.5,103,103.5,0.4871,48.7,48.6,19.4,18.8,32.6,68.4,43.6,40.8,48.1,47.8,33.2,33.6,66.7,-7.9
2014,14,Horz,LOW,271,131,140,48.33948339,0.5,104.8,104.3,0.5128,50,50,18.9,19.1,29.4,69.2,41.3,43.2,48.8,48.8,34.9,34.9,66.8,-8.5
2014,35,ind,LOW,25,9,16,36,-14.6,96,110.6,0.164,48,50.3,18.6,18.8,26.1,67.3,38.8,47.5,45,49.8,35.7,34.1,68.8,-12.3
2014,15,Ivy,MID,221,109,112,49.32126697,-0.4,103.6,104,0.4893,49.7,49.1,19.1,18.3,29.9,71.2,40.9,43,48,47.2,35.3,35.5,66,-7.5
2014,16,MAAC,LOW,349,168,181,48.13753582,-1.8,104,105.8,0.4502,48.8,49.8,18.7,18.6,33.1,67.4,43.2,43.9,46.8,48.4,35.3,35.2,67.9,-9.6
2014,17,MAC,MID,369,191,178,51.76151762,-0.8,102.4,103.2,0.4792,48.5,49,19.7,19.7,32,68.2,41.1,39.6,48.5,48.4,32.4,33.4,66.4,-8.2
2014,18,MEAC,LOW,388,146,242,37.62886598,-12.4,96.5,108.9,0.1995,45.7,49.1,20.3,20.1,33.4,65,42.3,47.7,45,48.1,31.5,34,66.6,-13.5
2014,19,MVC,MID,311,163,148,52.41157556,2.9,106,103.1,0.58,50.2,49.9,18.1,18.5,29,70.6,41.6,40.6,49.1,48.9,34.8,34.4,65.5,-6.7
2014,20,MWC,MID,339,184,155,54.27728614,5.5,107.8,102.3,0.6465,49.2,48.2,16.4,16.2,30.5,70.3,40.2,36.8,47.9,47.3,34.5,33.3,65.4,-4.9
2014,21,NEC,LOW,306,131,175,42.81045752,-8.6,101,109.6,0.2811,48.9,50.8,18,18.2,30.5,66.7,35.6,38,47.7,49.8,34,35.2,67.4,-12
2014,22,OVC,LOW,353,156,197,44.19263456,-6.5,103.5,110,0.33,51.6,53.2,19.2,19.2,31.2,67.8,43.5,46.2,51.3,52.9,34.8,36,67.8,-10.9
2014,24,P12,HIGH,385,234,151,60.77922078,12.4,110.9,98.5,0.7957,51.1,48.5,17.2,17.5,30.8,70.8,41.9,37.9,50.2,47.2,35.4,34,67.4,-0.4
2014,25,Pat,LOW,307,146,161,47.55700326,-2.6,102.8,105.4,0.429,50.7,50.2,18.8,18.6,28.6,69.6,33.4,35.3,48.7,48.5,36.3,35.8,65.4,-9.8
2014,26,SB,MID,294,137,157,46.59863946,-1.8,103.4,105.2,0.4521,49.1,49.8,18.5,18.2,31.1,68.8,40.5,40.5,47.6,48.6,34.5,34.8,66.7,-9
2014,27,SC,MID,321,132,189,41.12149533,-10.5,99.9,110.4,0.2398,49.3,51.3,18.4,17.7,30.1,68.3,38.2,41.6,48.2,50.8,34.3,34.9,66.8,-12.2
2014,28,SEC,HIGH,453,262,191,57.83664459,11.3,109.5,98.2,0.7785,49.3,47,18.4,18.9,34,67.8,43.9,40.4,48.7,45.7,33.8,33,66.6,-1.7
2014,29,Slnd,LOW,383,162,221,42.29765013,-10.1,100.2,110.3,0.2507,49.2,51.6,19.3,19,31.3,66.6,41.5,45.4,48.2,50.7,34.5,35.9,67.6,-10.8
2014,30,Sum,LOW,227,106,121,46.69603524,-1.9,104.4,106.3,0.4469,51,51.5,17.9,18,27.6,70.8,39.3,39,50.1,50.3,35.2,35.9,66.1,-8.8
2014,31,SWAC,LOW,294,113,181,38.43537415,-14.6,95.7,110.3,0.1639,47,50.5,20.2,19.6,31.1,66.7,41.1,46.2,46.2,49.9,32.3,34.5,67.5,-13.5
2014,32,WAC,MID,271,122,149,45.01845018,-5.8,101.4,107.2,0.3455,48.9,49.7,18.4,18,30.8,68,41.4,43.6,48,49.2,33.8,33.8,67,-11
2014,33,WCC,MID,310,170,140,54.83870968,6.8,109.8,103,0.6756,50.9,49.6,17.2,17.3,32.1,69.2,41.6,41.5,49,48,36.8,35.4,66.9,-4.7
2013,1,A10,MID,499,283,216,56.71342685,8.8,105.9,97.1,0.7311,49.6,48.5,19.7,20.4,32.9,68,37.6,36.2,48.7,47.2,34.3,34,66.4,-3.4
2013,2,ACC,HIGH,389,233,156,59.89717224,11.7,107.1,95.4,0.7922,50.4,47.3,18.6,18.9,31.6,69.1,35.6,31.5,49.2,46,35.4,33.4,66.2,-1.6
2013,3,AE,LOW,271,129,142,47.60147601,-4.2,96.5,100.7,0.3801,47.6,47.9,20.7,20,29.3,70,34.9,34,46.4,47.5,33.2,32.5,65.3,-10.4
2013,5,ASun,MID,303,129,174,42.57425743,-7.2,97.4,104.6,0.3052,48.6,50.3,21.1,20.3,31.4,67.2,34.8,37.3,47.9,49.5,33.2,34.5,66.3,-11.7
2013,6,B10,HIGH,388,238,150,61.34020619,16.8,109.4,92.6,0.8714,48.9,46.1,18.1,19.3,33.8,69.6,35.2,33.1,48.3,44.9,33.6,32.3,64.8,1.4
2013,7,B12,HIGH,320,188,132,58.75,11,106.1,95.1,0.7786,48.7,47,19.5,20.2,34.3,68,37.5,35.9,48,45.8,33.3,32.9,66.2,-1.7
2013,8,BE,HIGH,481,299,182,62.16216216,14.6,107.6,93,0.8425,48.7,45.9,19.6,21,34.7,67.1,36,33.5,48.2,44.9,33.3,31.9,65.2,0.2
2013,9,BSky,MID,320,136,184,42.5,-9.2,97.4,106.6,0.2629,49,50.4,19.3,18.6,29.1,68.9,35.8,36.7,47.5,49.2,34.7,35.4,65.9,-12.3
2013,10,BSth,LOW,348,139,209,39.94252874,-9.5,96.5,106,0.2523,47.8,49.9,20.1,19.5,31.8,67.2,33.2,35.9,47,49,32.9,34.4,66.3,-13
2013,11,BW,LOW,298,137,161,45.97315436,-2.9,101,103.9,0.4193,49.9,50.2,19.6,19,30.9,68.5,34.4,35.8,48.2,48.1,35.4,36,66.1,-10.2
2013,12,CAA,LOW,341,153,188,44.86803519,-3,99.9,102.9,0.4147,47.7,49,19.9,19.3,33.1,67.6,37.3,37.1,46.7,47.7,33.3,34.3,65.1,-11.2
2013,13,CUSA,MID,367,199,168,54.22343324,2.4,102.8,100.4,0.5678,50,49.1,20.5,20.5,32.7,67.8,39.1,36.9,49.1,48.1,34.6,34.1,66.6,-6.8
2013,34,GWC,LOW,136,52,84,38.23529412,-13.3,91.4,104.7,0.1732,46.2,48.6,21.6,21.4,29.7,67.1,34.2,38.5,44.4,47.5,33.3,34.2,66.3,-12.9
2013,14,Horz,LOW,275,141,134,51.27272727,0.3,100.6,100.3,0.5086,48.9,49,19.8,20.1,29.9,70,36,36,47.7,48,34.1,34,65.5,-8.2
2013,35,ind,LOW,48,14,34,29.16666667,-15.8,91.7,107.5,0.1378,45.9,52.7,22.5,21.6,28.9,66.8,37,47,45.4,52,31.5,36.2,68.6,-12.5
2013,15,Ivy,MID,223,97,126,43.49775785,-3,98.9,101.9,0.4137,48.7,49.9,20.9,20.5,29.4,70.4,36.5,38.8,46.5,47.8,35.3,36.3,64.8,-9.9
2013,16,MAAC,LOW,319,156,163,48.90282132,-0.6,100.1,100.7,0.4827,48.6,48.6,20.6,20.7,32.4,66.9,36.7,37.6,47.1,47.4,34.3,34,65.7,-9.7
2013,17,MAC,MID,367,175,192,47.68392371,-1.5,99.4,100.9,0.4563,48.2,48.9,21,21,32.6,67.5,37.3,38.4,47.5,47.8,33,34,65.4,-9.7
2013,18,MEAC,LOW,396,156,240,39.39393939,-11,91.2,102.2,0.2117,44.3,47.5,22.6,22.4,33.1,65.1,36.5,39.1,44.3,47.3,29.6,32,66.1,-13.5
2013,19,MVC,MID,317,174,143,54.88958991,7.7,105,97.3,0.7047,50.3,49.1,18.8,20.2,29.1,70.7,34.4,34.8,49.2,48.1,34.9,34,65.4,-4.4
2013,20,MWC,MID,273,167,106,61.17216117,10.9,106.1,95.2,0.777,49.1,47.5,18.4,19.2,30.5,71,38.6,35.1,48,46.5,34.1,33.1,65.3,-1.4
2013,21,NEC,LOW,370,170,200,45.94594595,-6.8,99.4,106.2,0.3194,49.4,51.6,20.2,20.2,31.9,66.8,35.7,37.4,48,50.3,34.8,36.1,67.5,-11.5
2013,22,OVC,LOW,348,165,183,47.4137931,-5.2,99.6,104.8,0.3565,50.3,50.5,21.2,21.2,31.9,66.4,36.9,39.9,49,50.1,35.1,34.1,66.4,-10
2013,24,P12,HIGH,388,228,160,58.7628866,11.7,106.5,94.8,0.7932,49.2,47,19,18.9,32.4,69.8,34.8,30.3,48.1,45.2,34.5,34,66.5,-1.8
2013,25,Pat,LOW,247,120,127,48.58299595,-2.5,99.7,102.2,0.4281,49.4,48.5,18.7,17.7,27.7,70.2,31.8,32,46.9,47.2,36.1,34,64.5,-9.8
2013,26,SB,MID,341,167,174,48.97360704,-3.9,97.6,101.5,0.3888,47.4,48.3,21.1,21.4,32.6,67.2,37.7,38.4,46.3,47.4,33.3,33.5,66.5,-10.2
2013,27,SC,MID,364,156,208,42.85714286,-8.3,97.2,105.5,0.2811,48.3,49.8,19.8,19,30,69.1,35,36.3,46.9,48.8,34.1,34.5,65.5,-12.3
2013,28,SEC,HIGH,453,256,197,56.51214128,8.9,104.4,95.5,0.7347,48.9,46.8,19.9,20.5,33.5,68.4,36.7,35,48.2,45.8,33.6,32.6,65.8,-3.7
2013,29,Slnd,LOW,290,123,167,42.4137931,-8.4,96.1,104.5,0.2745,46.7,49,20.3,19.7,32.4,66.6,35.4,38.3,45.9,47.8,32.6,34.7,66.6,-11.3
2013,30,Sum,LOW,269,121,148,44.98141264,-6.1,99.9,106,0.3357,50.7,52.3,19.1,18.3,27.5,70.3,33.5,32,48.9,51.1,36.2,36.4,65.5,-10.6
2013,31,SWAC,LOW,298,108,190,36.24161074,-16,90.2,106.2,0.1337,44.6,47.8,20.9,19.7,31.2,65.3,34.7,38.4,43.5,47,31.3,32.9,66.9,-14.1
2013,32,WAC,MID,307,155,152,50.48859935,-0.6,100.1,100.7,0.4829,48.5,48.2,20.8,20.3,32.8,68.6,36.8,36.2,47.4,47.2,33.8,33.5,66.1,-8.9
2013,33,WCC,MID,276,151,125,54.71014493,6.3,104.8,98.5,0.6714,49.9,48.4,19.5,19.4,32.6,69.3,36.4,36.3,48.3,46.7,35.4,34.6,66,-5.1
2012,1,A10,MID,438,242,196,55.25114155,8,105.8,97.8,0.7125,49.5,48.1,19.3,20.4,32.7,67.3,35.3,35.1,48.3,47,34.7,33.7,66.9,-3.5
2012,2,ACC,HIGH,385,225,160,58.44155844,10.7,106.3,95.6,0.773,49.5,47,19.5,19.2,32.8,68.9,36.7,31.3,48.4,46,34.5,32.7,66.1,-1.6
2012,3,AE,LOW,277,117,160,42.23826715,-9.2,95.9,105.1,0.2585,47.5,49.5,20.6,20.2,31.2,68.6,33.1,35.8,46.8,48.1,32.5,34.8,65.5,-12.7
2012,5,ASun,MID,305,140,165,45.90163934,-0.9,101.6,102.5,0.4766,50.4,50.7,21.5,21.1,34.1,65.3,35.8,37.8,49.1,50,35.3,34.8,67.1,-8.4
2012,6,B10,HIGH,390,242,148,62.05128205,15.3,110,94.7,0.8484,51.1,48.4,18.3,20.2,32.4,70.1,35.2,33.7,50,46.6,35.5,34.6,64.8,1.6
2012,7,B12,HIGH,321,196,125,61.05919003,13.7,108.6,94.9,0.8237,50.8,47.4,19.7,20.3,33.4,68.5,37.9,35.4,49.5,46.1,35.7,33.3,66.4,0.4
2012,8,BE,HIGH,518,312,206,60.23166023,12.6,107.8,95.2,0.807,48.9,46.7,19.3,20.5,35.8,65.9,35.2,32.2,48.6,46,33,32.2,65.9,0
2012,9,BSky,MID,252,110,142,43.65079365,-6.7,99.8,106.5,0.3208,49.9,51.9,20,19.8,30.6,68.8,37.5,39.6,47.7,49.8,36.2,37.4,66.6,-10.4
2012,10,BSth,LOW,321,141,180,43.92523364,-6.5,99.6,106.1,0.3251,49.4,51.1,19.6,19.6,31.8,67.4,37,38.6,48.7,50.3,33.9,35.1,66.6,-11.1
2012,11,BW,LOW,260,116,144,44.61538462,-4.3,99.7,104,0.3801,48.7,49.2,20.2,19.2,32.4,67.2,34.6,37.2,46.4,47.2,35.4,35.3,65.7,-9.8
2012,12,CAA,LOW,383,189,194,49.34725849,0,99.7,99.7,0.4989,47.1,47.4,20.7,20.3,33.2,67.5,37.6,37.2,45.9,46.4,33.1,33,65.4,-8.2
2012,13,CUSA,MID,366,199,167,54.3715847,5.3,103.3,98,0.6448,49.3,47.9,20.1,20,32.7,69.2,38.8,35.9,48.4,46.8,34.1,33.6,65,-5.1
2012,34,GWC,LOW,166,57,109,34.3373494,-12.8,93.3,106.1,0.1845,46.5,50.6,21.3,20,29.7,67.2,34.6,38.7,44.9,49.8,33.1,34.8,67.6,-13
2012,14,Horz,LOW,306,152,154,49.67320261,0,99.9,99.9,0.499,48.4,49,21.2,21.1,31.7,68.4,36.7,39.1,47.3,47.9,33.6,34.1,65,-7.7
2012,35,ind,LOW,97,32,65,32.98969072,-12.1,98.2,110.3,0.209,49,54.1,19.7,19.1,29.9,67.9,28.3,39,48.4,52.2,33.4,38.3,70.6,-11.4
2012,15,Ivy,MID,228,113,115,49.56140351,-1.2,98.8,100,0.4657,49,48,20.1,19.8,27.6,70.7,34.2,35.4,46.6,46,35.5,35,64.5,-7.8
2012,16,MAAC,LOW,318,153,165,48.11320755,-3.2,99.8,103,0.411,49,49.6,21.2,21.1,33.3,66.1,35.9,36.3,47.4,47.7,34.8,35.6,67.1,-9.7
2012,17,MAC,MID,369,178,191,48.23848238,-0.5,100,100.5,0.4861,48.5,48.6,21.3,21.2,33.3,66.8,36.1,37,47.2,47.5,34.1,33.9,65.2,-8.5
2012,18,MEAC,LOW,387,152,235,39.27648579,-10.4,94.8,105.2,0.2307,46.6,49.2,22,21.2,33.6,64.3,37.4,39.6,45.8,48.5,32.2,33.8,66.9,-12.6
2012,19,MVC,MID,313,170,143,54.31309904,6.1,104.6,98.5,0.6664,50.2,49.2,18.6,19.3,28.2,71.6,37,36.2,48.4,47.4,35.8,35.2,65.9,-4.5
2012,20,MWC,MID,241,151,90,62.65560166,8.8,105.8,97,0.7299,51.3,48.5,19.3,20.6,29.5,71.5,38.1,35.8,49.8,47.1,36,34.1,65.7,-1.9
2012,21,NEC,LOW,369,165,204,44.71544715,-6.2,98.1,104.3,0.3302,48.6,50.1,21.7,21.2,33.6,66.3,36.4,38.1,47.6,49,33.9,34.9,67.4,-11
2012,22,OVC,LOW,319,148,171,46.39498433,-6.6,98.8,105.4,0.3231,49.3,51,21.2,21.1,32.6,66.5,38.2,39.2,48.3,50.3,34.3,34.9,65.7,-9.9
2012,24,P12,HIGH,380,203,177,53.42105263,6.7,104.1,97.4,0.6839,50,48.5,19.8,19.9,31.3,69.4,37.8,34.5,48.8,46.8,35.1,34.7,65.9,-4.4
2012,25,Pat,LOW,243,117,126,48.14814815,-4.8,99.5,104.3,0.3675,49.6,49.6,19.9,18.7,27.8,70.5,35.4,35.4,47.2,48.4,36,34.6,65.8,-9.7
2012,26,SB,MID,356,164,192,46.06741573,-2.1,99.4,101.5,0.4423,48,48.6,20.8,20.7,32.5,67.1,36.8,38.4,46.3,46.7,34.5,35.2,65.9,-9
2012,27,SC,MID,356,158,198,44.38202247,-5.6,98.7,104.3,0.3472,48.7,50,20.1,19.2,31.2,68,34.1,36.1,47.7,49.7,33.7,33.8,66.7,-10.4
2012,28,SEC,HIGH,387,234,153,60.46511628,12.4,107.2,94.8,0.8047,49.3,46.8,19.1,20,33.7,67.9,35.2,33.8,48.2,45.3,34.4,33.3,65.4,-0.5
2012,29,Slnd,LOW,343,150,193,43.73177843,-7,95.9,102.9,0.3073,47.2,49.2,21.1,21.5,31.8,66.9,38.5,39.1,46.5,48.4,32.6,34,67.4,-10.6
2012,30,Sum,LOW,299,152,147,50.8361204,-1.3,103.3,104.6,0.4653,51.8,52.1,18.9,19.2,29.7,70,37.1,36.4,50.3,50.9,36.6,36.6,66,-8.2
2012,31,SWAC,LOW,297,104,193,35.01683502,-19,88.2,107.2,0.0964,44.2,48.5,23,21.6,31,65.5,36.9,41.2,43.1,47.3,31.1,34,66.7,-14.2
2012,32,WAC,MID,247,130,117,52.63157895,-0.1,102.4,102.5,0.4975,49.7,48.7,19.3,19.1,32.6,67.3,40.1,35.3,48.8,48,34.4,33.4,66,-7.9
