YEAR,CONF ID,CONF,CONF TYPE,GAMES,W,L,WIN%,BADJ EM,BADJ O,BADJ D,BARTHAG,EFG%,EFGD%,TOV%,TOV%D,ORB%,DRB%,FTR,FTRD,2PT%,2PT%D,3PT%,3P%TD,BADJ T,WAB
2012,33,WCC,MID,267,140,127,52.43445693,1.8,103.4,101.6,0.5504,50.1,49.9,19.5,19.4,31.3,70,37.6,36.2,49,48.8,35,34.7,66.9,-6.2
2011,1,A10,MID,437,235,202,53.77574371,4.1,103.4,99.3,0.6165,48.7,47.8,19.3,19.7,32.8,67.7,36.1,35.1,47.4,46.7,34.3,33.4,66.7,-6.2
2011,2,ACC,HIGH,385,229,156,59.48051948,13.1,107.9,94.8,0.8158,49.9,47.1,19.4,20.1,33.4,68.1,36.7,32.4,48.5,45.5,35.2,33.6,67.6,-1
2011,3,AE,LOW,278,123,155,44.24460432,-7.5,96.9,104.4,0.2967,46.9,48.4,19.6,19.2,31.9,67.1,32.1,33.4,44.7,46.3,33.8,34.6,64.4,-12.2
2011,5,ASun,MID,340,155,185,45.58823529,-4.5,98.7,103.2,0.3732,48.2,49.4,22,21.7,34,65.5,39.8,41.1,47.8,48.3,32.7,34.4,67.1,-10.6
2011,6,B10,HIGH,351,213,138,60.68376068,17.7,112.5,94.8,0.8777,51.4,48.5,17.7,19.4,32.5,69.9,33.9,32.3,50.1,46.9,36,34.4,64.8,1.5
2011,7,B12,HIGH,383,243,140,63.4464752,13.5,109,95.5,0.8202,51.1,47.4,19.5,20.8,34.2,68.6,39.2,37,50,46,35.7,33.5,67.6,-0.4
2011,8,BE,HIGH,517,317,200,61.31528046,15.7,110.8,95.1,0.8529,49.9,47.3,18.6,19.9,35.8,66.9,37.7,34.6,49.2,46.1,34.3,33.2,66.4,0.8
2011,9,BSky,MID,254,114,140,44.88188976,-4.8,100.1,104.9,0.3681,48.8,49.7,19.9,19.1,31.5,67.5,38.2,38.5,46.6,47.8,35.4,35.6,65.9,-10.3
2011,10,BSth,LOW,286,127,159,44.40559441,-8.2,96.9,105.1,0.2832,48.1,49.8,21.1,20.7,32.3,66.8,36.5,36.7,46.7,48.7,34,34.7,67.1,-11.2
2011,11,BW,LOW,266,117,149,43.98496241,-2.8,100.7,103.5,0.4228,49.3,49.7,20.1,19.5,30,68.5,39.3,40.2,47.6,48.5,35,34.7,66.8,-10.5
2011,12,CAA,LOW,377,201,176,53.31564987,2.1,104,101.9,0.5582,49.8,49,19.1,18.6,32.7,68,36.6,36,47.8,47.2,35.9,35.1,65,-7.2
2011,13,CUSA,MID,361,208,153,57.61772853,5.3,104.9,99.6,0.6449,50.6,48.2,20.2,20.1,32.3,68,41.4,37.8,49.3,46.8,35.3,34,66,-5.3
2011,34,GWC,LOW,196,67,129,34.18367347,-16.6,93.4,110,0.1314,47.4,51.4,20.7,19.2,29.2,68.2,39.8,42.7,45.5,49.9,34.2,36.2,69.2,-14.5
2011,14,Horz,LOW,310,161,149,51.93548387,3.5,103.9,100.4,0.5966,49.4,49.9,19.6,20.4,32.3,68.1,37.6,38.7,48.3,48.9,34.4,34.6,66.6,-6.9
2011,35,ind,LOW,163,51,112,31.28834356,-13.7,93.7,107.4,0.1718,46.5,52,21.9,20.8,29.5,64.7,35.3,42.9,45.3,52,32.6,34.7,69.4,-13.3
2011,15,Ivy,MID,222,111,111,50,-1.6,101.4,103,0.4557,49.9,50,19.4,19.1,28.6,70.2,36.2,35.1,47.9,48.6,35.8,35.4,66.3,-8.2
2011,16,MAAC,LOW,317,153,164,48.26498423,-2.7,98.9,101.6,0.4237,47.4,47.7,20.7,20.3,33.1,66.2,35.9,36.4,46,46.2,33.6,33.8,67,-10.3
2011,17,MAC,MID,372,170,202,45.69892473,-3.4,99,102.4,0.4041,48.1,49.2,20.6,20.3,31.8,67.6,36.9,38.1,46.9,47.9,33.8,34.7,66.5,-10.7
2011,18,MEAC,LOW,322,128,194,39.7515528,-13.8,93.8,107.6,0.171,46.3,49.6,21,20.9,32.6,64.4,38.4,40.6,45.7,48.5,31.8,34.7,67,-13.5
2011,19,MVC,MID,314,167,147,53.18471338,3.5,103.2,99.7,0.5972,49.4,49,19.2,19,29.2,71.6,37.2,36.6,48.2,47.3,34.5,34.9,64.8,-6.8
2011,20,MWC,MID,278,166,112,59.71223022,10.1,107.1,97,0.7572,50.6,48.2,18.8,20.2,30.7,69.2,37.7,35.3,50.4,46.9,34,33.8,67,-2.2
2011,21,NEC,LOW,365,167,198,45.75342466,-6.1,97.9,104,0.332,47.9,49.2,21.2,20.9,32.9,66.6,38.3,40.3,46.4,48,34.1,34.5,67.2,-11.5
2011,22,OVC,LOW,293,132,161,45.05119454,-5.7,98.8,104.5,0.343,49.2,50.2,21.7,21.5,32.6,67.4,39.9,40.9,47.7,49.2,35.2,34.8,66,-11.2
2011,23,P10,HIGH,319,180,139,56.42633229,11.5,107.6,96.1,0.7857,50.7,48.6,19.2,20.2,32.3,69,37.6,36.7,49.5,47.2,35.4,34.2,67.3,-2.5
2011,25,Pat,LOW,244,110,134,45.08196721,-5,99.1,104.1,0.3596,48.7,49.3,19.5,19.1,28.6,69.5,37.1,39.1,47.1,47.9,34.3,34.6,67.3,-11.6
2011,26,SB,MID,354,159,195,44.91525424,-6.4,99.1,105.5,0.3275,48.5,50.3,20.4,20.4,32.2,67.2,41.2,42.2,47,48.5,34.6,36,66.5,-11.4
2011,27,SC,MID,365,164,201,44.93150685,-4,101.2,105.2,0.3906,50,51.4,20.2,19.6,31.5,67.8,36.1,38.7,48.7,50.6,34.8,35.4,67,-10.5
2011,28,SEC,HIGH,383,225,158,58.74673629,10.4,106.7,96.3,0.7653,49,46.5,19.6,19.9,34.7,67.2,36.7,34.6,47.8,45.1,34.3,32.9,66.6,-2.6
2011,29,Slnd,LOW,322,140,182,43.47826087,-7.3,98.1,105.4,0.3043,48.5,50.6,21.2,21.5,32.6,66.2,40.1,41.9,47.9,50.3,33,34.2,68,-10.8
2011,30,Sum,LOW,295,136,159,46.10169492,-2.9,103.3,106.2,0.4207,51.3,51.7,19.8,18.9,32,67.5,39.5,39.7,49.8,50.7,36.5,36,67.2,-9.4
2011,31,SWAC,LOW,296,104,192,35.13513514,-18.9,87.9,106.8,0.0967,44.1,48.6,23,21.8,30.4,66.5,40.9,45.9,43.1,47.8,31,33.6,68.4,-14.5
2011,32,WAC,MID,275,147,128,53.45454545,2.4,102.3,99.9,0.5673,49,48.3,20.4,19.8,32.6,69.7,41.1,38.4,47.8,47.3,34.3,33.6,66.8,-7.3
2011,33,WCC,MID,244,122,122,50,3.1,104.7,101.6,0.5874,50.1,49.4,19.8,19,32.9,69.2,38.7,38.4,48.5,47.9,35.6,35.1,66.7,-7.2
2010,1,A10,MID,435,241,194,55.40229885,7.1,104.1,97,0.694,48.5,47.5,19.5,19.8,33.3,67.3,36.2,35.2,48.5,46.9,32.3,32.6,67.8,-4.5
2010,2,ACC,HIGH,379,241,138,63.5883905,16.5,109.2,92.7,0.8685,49.6,45.4,19.9,20.9,36.6,66.7,36.8,33.1,48.6,44.5,34.6,31.6,67.9,0.4
2010,3,AE,LOW,275,125,150,45.45454545,-7.7,96.2,103.9,0.2905,46.7,48,20.4,19.9,31.5,67.6,37.1,37.9,45.1,46.1,33,34.3,66.5,-12
2010,5,ASun,MID,329,146,183,44.3768997,-5.8,97.9,103.7,0.3427,48.3,49.8,22.4,21.8,34.2,65,38.4,39,47.3,48.7,33.4,34.6,67.7,-11.5
2010,6,B10,HIGH,354,206,148,58.1920904,14,109.1,95.1,0.8287,50.8,48,18.6,20.2,32,69.4,34.2,32.8,50.2,46.8,34.6,33.5,65.4,-1.4
2010,7,B12,HIGH,382,244,138,63.87434555,17.4,111.9,94.5,0.8746,51.3,47.4,19,20.7,33.7,67.5,40.6,37.2,49.5,45.5,36.8,34.3,68.7,1.2
2010,8,BE,HIGH,513,316,197,61.59844055,15.4,111,95.6,0.8479,50.4,47.6,18.7,19.5,36.6,66,37.1,34.3,49.8,46.6,34.5,33.1,67.2,-0.1
2010,9,BSky,MID,251,115,136,45.81673307,-4.4,101.4,105.8,0.3819,50.8,51.5,19.6,19.7,29.8,67.8,37.7,40,48.5,49.6,36.7,36.9,66.8,-10
2010,10,BSth,LOW,280,119,161,42.5,-11.4,94.5,105.9,0.213,47.4,49.6,21.2,19.9,32.1,66.2,34.5,35.7,46.9,49.2,32.4,33.6,68.9,-11.9
2010,11,BW,LOW,269,125,144,46.46840149,-3.7,99.4,103.1,0.397,48.4,49.6,20.6,20.1,31.7,68.2,41.2,42.6,47,48.1,34.2,34.9,67.1,-10.4
2010,12,CAA,LOW,380,190,190,50,2.1,102.1,100,0.5584,47.7,47.3,19.8,19.7,34.7,65.5,34.8,36.8,46.9,46.7,33.1,32.6,66,-8.4
2010,13,CUSA,MID,367,196,171,53.40599455,6,104.3,98.3,0.665,49,47.8,19.5,20.5,32.9,67.8,40.9,39.4,48,46.9,34.2,33.1,67,-6.2
2010,34,GWC,LOW,203,63,140,31.03448276,-19.5,89.6,109.1,0.0946,45.7,50.7,22.5,20.5,29.2,68.1,39.2,40.2,44.4,48.6,32.2,36.6,68.6,-16.1
2010,14,Horz,LOW,305,155,150,50.81967213,3,103.5,100.5,0.5836,49.3,49.9,19.9,20.9,31.5,68.1,38.9,40.4,47.9,48.9,34.7,34.7,66.6,-7.4
2010,35,ind,LOW,185,53,132,28.64864865,-14.4,91.5,105.9,0.1578,45.3,51.7,22.9,21.6,32.3,65.4,35.7,42.6,44.3,52,31.8,34,70.4,-14
2010,15,Ivy,MID,225,105,120,46.66666667,-6.1,97.5,103.6,0.3322,48.8,49.4,21.2,20.4,29.7,68.7,35.8,36.8,46.9,47.8,35.1,35.3,65.7,-10
2010,16,MAAC,LOW,315,161,154,51.11111111,-0.5,99.6,100.1,0.4849,47.1,47.2,20,21.1,32.9,66.4,35.7,36.3,45.8,45.9,33.3,33.3,67.2,-9.4
2010,17,MAC,MID,369,182,187,49.32249322,-0.9,100.1,101,0.4733,47.9,48.5,20.7,20.3,33.2,67.9,38.7,38.8,46.7,47.3,33.5,34,66.3,-9.3
2010,18,MEAC,LOW,334,134,200,40.11976048,-12.7,93.8,106.5,0.1873,46.2,49.1,21.8,21.2,33.6,64.4,38.2,39.3,46.2,49,30.9,32.8,67.1,-13.9
2010,19,MVC,MID,312,178,134,57.05128205,7,105.8,98.8,0.6875,50.2,48.7,18.9,19.6,30.1,70.3,37.6,36.6,48.6,47.4,35.3,34.1,65.5,-5.3
2010,20,MWC,MID,278,160,118,57.55395683,8.1,105.7,97.6,0.7149,50.7,48.8,19.6,20.3,30.9,70,40.5,40,50.4,47.6,34.1,33.9,66.9,-4.2
2010,21,NEC,LOW,370,153,217,41.35135135,-12.9,93.3,106.2,0.1832,47.1,49.1,22.2,21.1,32.1,66.9,36.5,37.8,45.3,47.8,33.9,34.5,67.1,-14.4
2010,22,OVC,LOW,298,138,160,46.30872483,-5.2,99.8,105,0.357,49.6,50.8,21.2,21.2,33.1,66.3,37.5,40.3,47.3,48.7,36.3,36.7,67.1,-10.6
2010,23,P10,HIGH,316,174,142,55.06329114,11,106.9,95.9,0.7775,50,48.4,19.8,20.4,32.9,68.6,38.9,37,49.5,47.9,34.1,33.1,66.7,-3.7
2010,25,Pat,LOW,244,111,133,45.49180328,-7.7,97.8,105.5,0.2939,49.1,49.8,20.4,19.8,30.4,68.9,37.1,37,46.7,47.8,35.9,35.8,67.3,-12.9
2010,26,SB,MID,386,178,208,46.11398964,-5.3,99.4,104.7,0.3545,49.4,50.2,20.3,20.2,30.9,67.9,38.5,40.1,47.9,48.9,34.9,35.4,66.7,-11.2
2010,27,SC,MID,364,168,196,46.15384615,-2.9,100.5,103.4,0.4184,49.6,50.6,20.3,19.9,31.1,67.3,34.8,36.9,47.6,49.5,35.2,35,66.9,-10.4
2010,28,SEC,HIGH,384,230,154,59.89583333,12.9,108.4,95.5,0.8115,50.1,47.3,19.2,20.3,34.4,66.7,36.7,34.1,49.8,46.1,33.8,33.2,68.2,-1.8
2010,29,Slnd,LOW,325,147,178,45.23076923,-5.2,99.2,104.4,0.357,48.8,50.2,21.4,21.2,33.8,66.6,41.4,43.7,47.9,49.5,33.8,34.4,67.9,-10.4
2010,30,Sum,LOW,289,131,158,45.32871972,-6,98.5,104.5,0.3359,48.3,49.9,20.2,19.1,30.9,68.4,39,38.5,46.6,48.6,34.8,35.4,67.5,-10.7
2010,31,SWAC,LOW,286,103,183,36.01398601,-17.4,88.9,106.3,0.1134,44.3,48.7,23.7,22.2,32.2,65.6,41.9,45.3,43.8,48,30.4,33.4,68.7,-14.1
2010,32,WAC,MID,280,152,128,54.28571429,3.9,105.9,102,0.607,51.5,50,18.9,18.3,33.1,67.9,36.4,32.1,50.3,48.4,36.1,35.7,67.7,-7.1
2010,33,WCC,MID,238,120,118,50.42016807,2.9,104.2,101.3,0.5803,50.1,49.8,19.9,18.8,32.6,68.7,39.7,37.9,47.9,48,36.5,35.8,67.3,-7.4
2009,1,A10,MID,435,235,200,54.02298851,5,104,99,0.638,49.8,48.5,20.1,20.2,33,67.3,36.1,35.2,48.9,47.2,34.5,34.1,67,-6
2009,2,ACC,HIGH,376,242,134,64.36170213,15.8,110,94.2,0.856,50.1,47,20.1,20.8,37,66.3,37,32.1,49.2,45.7,34.8,33.1,68.7,0.8
2009,3,AE,LOW,273,134,139,49.08424908,-5.2,98,103.2,0.3547,47.8,49.1,20.4,20.6,31.6,67.8,36.3,38.4,46.9,48.6,33.1,33.4,66,-10.7
2009,5,ASun,MID,328,146,182,44.51219512,-6.3,97.5,103.8,0.3285,48.1,49.7,22,21.3,33.8,66.1,36.6,37.8,46.9,48.5,33.6,34.6,67.9,-11.4
2009,6,B10,HIGH,350,215,135,61.42857143,14.4,108.4,94,0.8375,51.1,48.2,20,21.3,31.7,68.7,33.4,31.1,49.8,47.1,35.6,33.5,64.1,0.4
2009,7,B12,HIGH,383,239,144,62.40208877,15,109.6,94.6,0.845,51.5,48,19,20.9,32.4,68.4,39.6,37,50.2,46.3,36,34.3,67.8,0.2
2009,8,BE,HIGH,513,310,203,60.4288499,15.3,109.6,94.3,0.8504,49.8,47.4,19.3,20.1,36.1,66.3,36.2,31.8,49.5,46.7,33.7,32.6,67.5,0.3
2009,9,BSky,MID,258,111,147,43.02325581,-4.8,99.8,104.6,0.368,50.6,51.6,21,19.5,29.8,69.5,36.4,37.8,48.6,49.9,36.2,36.6,65.6,-10.7
2009,10,BSth,LOW,279,120,159,43.01075269,-8.3,97.2,105.5,0.2815,49.2,50.7,21.4,20.4,32.2,66.1,32.9,33.2,48.6,50.2,33.4,34.4,68.1,-11.4
2009,11,BW,LOW,268,126,142,47.01492537,-1.9,101.2,103.1,0.4487,50.4,51.1,20.6,21,31.2,67.9,34.4,36.9,48.5,49.8,35.9,35.8,66.4,-10.1
2009,12,CAA,LOW,377,191,186,50.66312997,-0.6,100.3,100.9,0.4831,47.7,48.3,19.9,19.9,33.4,67.4,35,34.9,47,47.5,32.8,33.2,65.7,-9.1
2009,13,CUSA,MID,372,198,174,53.22580645,6,104.6,98.6,0.6644,48.7,48.2,18.7,19.9,32.7,68.4,37.9,37.8,47.8,47.1,33.8,33.8,66.8,-5.6
2009,14,Horz,LOW,302,155,147,51.32450331,2.1,101,98.9,0.5603,47.3,47.6,20.7,21.4,33.3,66.4,37,38.1,45.4,45.8,34,34,65.5,-7.2
2009,35,ind,LOW,320,95,225,29.6875,-17.1,90.8,107.9,0.1213,45.9,52,22.6,22,30.1,64.8,33.9,41.4,45,51.5,31.7,35.5,68.4,-13.8
2009,15,Ivy,MID,219,95,124,43.37899543,-8,95.8,103.8,0.2846,48.7,48.8,21.6,20.7,29.1,68.9,36.1,36.7,47.4,47.5,34.3,34.4,65.8,-11.7
2009,16,MAAC,LOW,317,160,157,50.47318612,-0.9,99.4,100.3,0.472,47.2,47.5,21,21.3,33.6,65.7,38.1,37.8,46.1,46.6,32.9,32.9,67.6,-9.3
2009,17,MAC,MID,373,167,206,44.77211796,-2.9,97.1,100,0.4159,47.2,47.9,21.9,22,33,67.2,36.4,39.7,46,47,33.1,33.2,65.2,-11
2009,18,MEAC,LOW,334,134,200,40.11976048,-13.8,91.7,105.5,0.1663,45.8,48.7,23.1,22.4,33.7,64.2,35.5,37.7,45,48.3,31.8,33,66.4,-13.6
2009,19,MVC,MID,314,170,144,54.14012739,4.5,103.3,98.8,0.625,49.4,48.9,20.6,21,31.1,69.2,39.1,37.2,47.8,47.5,34.9,34.4,65.1,-6.5
2009,20,MWC,MID,275,158,117,57.45454545,9.4,106.4,97,0.7423,51.3,48.8,19.6,20.1,29.3,71.1,40.7,37.4,49.8,47.5,36,34.1,66.1,-3.5
2009,21,NEC,LOW,338,151,187,44.67455621,-9.9,96.3,106.2,0.2453,49.4,50,22.3,21.1,33.2,66.4,35.5,35.7,48.1,48.8,34.8,35.1,67,-12.9
2009,22,OVC,LOW,287,129,158,44.94773519,-5.6,100.5,106.1,0.3499,49.9,50.9,20.5,20,34.2,65.5,36.3,37.5,48.6,49.9,35,35.3,67.2,-11.1
2009,23,P10,HIGH,320,191,129,59.6875,16.1,110.9,94.8,0.8582,52,49.3,19.7,20.3,33.6,68.9,35.9,32.9,50.3,47.9,37.2,34.9,65.6,0.5
2009,25,Pat,LOW,242,112,130,46.28099174,-8.2,93.9,102.1,0.2771,46.9,47.2,21.9,21.1,30.1,69.1,34.8,38.4,45.4,46.2,33.2,32.9,66.5,-12.3
2009,26,SB,MID,394,191,203,48.47715736,-4.1,99.8,103.9,0.387,49.2,49.7,20.5,19.7,32.4,67.7,38,38.2,47.9,48.2,34.6,35.3,66.1,-10.2
2009,27,SC,MID,361,164,197,45.42936288,-7.1,99.4,106.5,0.3117,50.1,51.3,20.8,20.2,32.8,66.3,35.7,36.8,48.8,50.2,34.9,35.6,66.9,-11.3
2009,28,SEC,HIGH,382,231,151,60.47120419,10.9,106.9,96,0.7767,50.3,47.6,20.1,20.8,34.7,67.2,36.5,33.2,49.6,46,34.5,33.8,68.8,-2.4
2009,29,Slnd,LOW,325,148,177,45.53846154,-3.8,98.4,102.2,0.3937,48.2,49.4,21.4,21.1,32.5,67.8,38.1,41.4,47.6,48.6,33,34,68,-9.6
2009,30,Sum,LOW,298,129,169,43.2885906,-2.8,101.5,104.3,0.423,50.1,51.4,20,19.9,31.3,67.7,35.6,36.6,48.5,50.6,35.8,35.4,65.9,-10.3
2009,31,SWAC,LOW,295,102,193,34.57627119,-16.6,91.3,107.9,0.1274,46,50.4,22.9,21.5,32.9,64.8,37.4,41.6,45.8,50,31.1,34.3,68.6,-14.3
2009,32,WAC,MID,277,149,128,53.79061372,2.2,102.8,100.6,0.5622,50.4,48.8,20.5,19.9,33.5,66.7,38.5,35,49.4,47.4,35,34.7,66.4,-7.5
2009,33,WCC,MID,239,114,125,47.69874477,1.3,100.9,99.6,0.5353,48.6,48.9,20.9,20.3,32.6,67.7,34.9,36.2,46.8,46.9,34.9,35.3,66.3,-7.5
2008,1,A10,MID,431,242,189,56.14849188,7.5,106.1,98.6,0.7003,51.3,49.6,20.5,21.1,32.6,67.3,37.9,35.2,49.7,47.9,36,35.2,67.6,-4.2
2008,2,ACC,HIGH,380,235,145,61.84210526,15.7,110.1,94.4,0.8554,50.9,48.2,20.7,21.3,35.6,66.8,37.9,33.1,49.6,46.8,36,34.1,69.6,0.7
2008,3,AE,LOW,274,121,153,44.16058394,-6.9,98.1,105,0.3142,48.9,50.5,20.8,21.1,32.5,67.2,35,37.7,46.5,48.1,35.6,36.4,66.8,-12.4
2008,5,ASun,MID,359,149,210,41.50417827,-9.6,96,105.6,0.2506,48.5,50.8,22.5,22.3,33.6,65.1,37.6,39.4,47.5,49.9,33.6,35,69.6,-12.7
2008,6,B10,HIGH,354,203,151,57.34463277,13.1,107.1,94,0.8172,50.1,48.1,20.7,21.8,34,68.1,34.2,32,48.9,46.3,34.7,34.1,65.2,-1.2
2008,7,B12,HIGH,378,231,147,61.11111111,16.5,110.1,93.6,0.8658,51,47.5,19.2,21.1,33.1,68.3,37.1,34,50.1,45.3,35.2,34.6,67.4,0.7
2008,8,BE,HIGH,506,299,207,59.09090909,13.6,109,95.4,0.821,50.2,48,19.7,20.6,35.6,66.8,37,34.1,48.9,46,35.2,34.6,67.7,-0.6
2008,9,BSky,MID,254,112,142,44.09448819,-6.2,98.9,105.1,0.3333,50.5,51.9,21.9,20.9,30.8,68.7,38,39.2,48.6,50.1,35.9,36.7,67,-10.3
2008,10,BSth,LOW,219,99,120,45.20547945,-6.9,99.4,106.3,0.3173,50.9,51.6,20.4,19.7,31.2,67.4,32.2,32.5,49.7,50.7,35.3,35.4,67.8,-10.3
2008,11,BW,LOW,271,133,138,49.07749077,-4.4,99.2,103.6,0.3776,51.1,52,21.5,22.1,29.4,68.9,35.4,38.2,49.6,51.1,35.9,35.6,67.3,-9.7
2008,12,CAA,LOW,375,186,189,49.6,-1.2,99.8,101,0.4658,48.8,48.7,21.4,21.1,32.9,67.3,35.2,35.2,47.6,47.8,34.1,33.7,66,-9.5
2008,13,CUSA,MID,366,197,169,53.82513661,5.4,103.6,98.2,0.6481,49.2,48.1,20.7,21.3,33.5,67.4,40,38.9,47.8,46.6,34.5,34.1,67.9,-5.6
2008,14,Horz,LOW,303,156,147,51.48514851,2.9,102.8,99.9,0.5813,49.4,49.8,19.9,20.5,30.6,68.8,34.4,35,47.4,48.4,35.5,34.8,65.5,-6.8
2008,35,ind,LOW,272,73,199,26.83823529,-16.5,92,108.5,0.1313,46.6,53.3,24,21.9,31.3,64.6,33.4,38.3,43.9,52.4,34.3,36.8,67.7,-11.9
2008,15,Ivy,MID,224,100,124,44.64285714,-8.5,97.6,106.1,0.277,50.3,51.2,21.7,20.4,29.6,68.2,35.6,36.5,49.6,50.4,34.5,35.4,66.4,-11
2008,16,MAAC,LOW,313,151,162,48.2428115,-3.1,100.7,103.8,0.4152,49.5,49.9,20.6,20.4,34.5,65.3,36.3,37.6,47.4,48.1,35.6,35.5,67.8,-10.5
2008,17,MAC,MID,369,179,190,48.50948509,1.4,101.5,100.1,0.5399,49,49.8,22,22.2,34,66.2,37.9,40,47.8,48.6,34.2,34.6,66.3,-8.1
2008,18,MEAC,LOW,336,136,200,40.47619048,-14.8,91.9,106.7,0.1519,46.5,49.9,23.1,22.2,33.9,63.8,36.6,37.9,45.8,49.2,32,34.2,66.7,-13.4
2008,19,MVC,MID,308,169,139,54.87012987,8.3,105.6,97.3,0.7178,50.2,49.4,20.9,21.7,32.4,68.9,37,36.3,48.3,47.2,35.6,35.5,65.1,-4.2
2008,20,MWC,MID,274,154,120,56.20437956,6.8,103.8,97,0.6842,50.7,48.4,20,20.7,29.2,70.8,36.6,35.4,48.7,46.9,36,34,66.4,-4.6
2008,21,NEC,LOW,334,156,178,46.70658683,-8,97.2,105.2,0.2865,49.2,50.4,21.4,21.1,32.7,67.2,33.6,34.3,48,49.8,34.3,34.4,68,-12.2
2008,22,OVC,LOW,322,137,185,42.54658385,-10.6,97.8,108.4,0.2357,51.4,52.9,21.4,21.1,31,67,36.3,37.6,50,51.2,35.8,37.1,67.3,-14.1
2008,23,P10,HIGH,317,194,123,61.19873817,16.6,111.1,94.5,0.8647,51.7,48.6,19.2,19.8,33.9,69,37,32.5,50.5,47.1,36.3,34.4,66.2,1.4
2008,25,Pat,LOW,243,125,118,51.44032922,-4.6,97.5,102.1,0.3717,49.4,48.3,23.1,22.8,32.5,66.3,37.5,40.1,46.8,46,36.2,35,66.4,-10.3
2008,26,SB,MID,383,189,194,49.34725849,-2.2,100.7,102.9,0.4357,50.6,50.7,21.9,21.7,32,67.1,40.3,40,48.9,49.2,36,35.7,67.3,-9.1
2008,27,SC,MID,329,154,175,46.80851064,-1.6,101.1,102.7,0.455,50.5,50.9,21,20.4,32,67.6,31.6,33,48.9,49.6,35.3,35.3,67.2,-8.2
2008,28,SEC,HIGH,380,231,149,60.78947368,12.2,108.8,96.6,0.7966,51.7,48.8,19.8,20.6,34.9,66.9,33.5,32.4,51,47.7,35.4,33.8,68.4,-1.4
2008,29,Slnd,LOW,326,155,171,47.54601227,-5.6,96.4,102,0.3431,48.3,49.4,23.5,22.7,33.5,67.1,39.1,41.8,47.2,47.9,33.6,34.9,68.6,-9.5
2008,30,Sum,LOW,291,132,159,45.36082474,-2.1,101.7,103.8,0.4413,50.1,51.1,20.7,20.4,32.4,67.3,39.7,40.2,47.8,49.3,36.7,36.8,67.3,-9.5
2008,31,SWAC,LOW,288,105,183,36.45833333,-18.6,89.9,108.5,0.1026,45.9,49.7,22.6,21.1,31.5,65.9,36.4,40.2,44.2,48.4,33,34.9,68.5,-14.4
2008,32,WAC,MID,281,136,145,48.39857651,-2.5,101.4,103.9,0.432,50.9,50.7,20.7,20,32,67.9,35.5,34.8,49.8,49.4,35.6,35.8,68.5,-9.8
2008,33,WCC,MID,246,114,132,46.34146341,-1,99.6,100.6,0.4711,49.7,50.6,22.6,21.8,32.3,68.5,35.8,35.6,49.1,49.2,34,35.8,67.9,-8.7